pointid,grid_code,POINT_X,POINT_Y
125,-142.1176300,-97.227887562874514,26.277797868532502
126,-142.1176300,-97.226812000951782,26.277797868532502
127,-142.1176300,-97.225736439028992,26.277797868532502
128,-139.3856049,-97.224660877106260,26.277797868532502
129,-139.3856049,-97.223585315183527,26.277797868532502
130,-136.6535797,-97.222509753260738,26.277797868532502
131,-133.9215546,-97.221434191337892,26.277797868532502
132,-133.9215546,-97.220358629415159,26.277797868532502
133,-133.9215546,-97.219283067492370,26.277797868532502
134,-133.9215546,-97.218207505569637,26.277797868532502
135,-131.1895447,-97.217131943646905,26.277797868532502
136,-128.4575195,-97.216056381724115,26.277797868532502
137,-128.4575195,-97.214980819801383,26.277797868532502
138,-125.7254944,-97.213905257878480,26.277797868532502
139,-125.7254944,-97.212829695955861,26.277797868532502
140,-122.9934692,-97.211754134033015,26.277797868532502
141,-122.9934692,-97.210678572110282,26.277797868532502
142,-120.2614441,-97.209603010187493,26.277797868532502
143,-120.2614441,-97.208527448264761,26.277797868532502
144,-120.2614441,-97.207451886342028,26.277797868532502
145,-117.5293884,-97.206376324419239,26.277797868532502
146,-114.7973633,-97.205300762496393,26.277797868532502
147,-112.0653381,-97.204225200573660,26.277797868532502
148,-109.3333130,-97.203149638650871,26.277797868532502
149,-109.3333130,-97.202074076728138,26.277797868532502
150,-109.3333130,-97.200998514805406,26.277797868532502
151,-112.0653381,-97.199922952882616,26.277797868532502
152,-112.0653381,-97.198847390959770,26.277797868532502
153,-109.3333130,-97.197771829037038,26.277797868532502
154,-103.8692627,-97.196696267114248,26.277797868532502
155,-101.1372375,-97.195620705191516,26.277797868532502
156,-98.4052124,-97.194545143268783,26.277797868532502
157,-95.6731873,-97.193469581345994,26.277797868532502
158,-90.2091370,-97.192394019423261,26.277797868532502
159,-87.4771118,-97.191318457500358,26.277797868532502
160,-95.6731873,-97.190242895577740,26.277797868532502
161,-114.7973633,-97.189167333654893,26.277797868532502
162,-144.8496704,-97.188091771732161,26.277797868532502
163,-158.5097961,-97.187016209809428,26.277797868532502
164,-163.9738464,-97.185940647886639,26.277797868532502
165,-161.2418213,-97.184865085963906,26.277797868532502
166,-166.7058716,-97.183789524041117,26.277797868532502
167,-166.7058716,-97.182713962118271,26.277797868532502
168,-166.7058716,-97.181638400195538,26.277797868532502
169,-166.7058716,-97.180562838272749,26.277797868532502
170,-169.4378967,-97.179487276350017,26.277797868532502
171,-169.4378967,-97.178411714427284,26.277797868532502
172,-172.1699219,-97.177336152504495,26.277797868532502
173,-172.1699219,-97.176260590581649,26.277797868532502
174,-172.1699219,-97.175185028658916,26.277797868532502
175,-172.1699219,-97.174109466736127,26.277797868532502
176,-172.1699219,-97.173033904813394,26.277797868532502
177,-172.1699219,-97.171958342890662,26.277797868532502
178,-172.1699219,-97.170882780967872,26.277797868532502
179,-172.1699219,-97.169807219045140,26.277797868532502
180,-174.9019470,-97.168731657122237,26.277797868532502
181,-174.9019470,-97.167656095199618,26.277797868532502
182,-177.6339722,-97.166580533276772,26.277797868532502
183,-177.6339722,-97.165504971354039,26.277797868532502
184,-177.6339722,-97.164429409431307,26.277797868532502
185,-177.6339722,-97.163353847508517,26.277797868532502
186,-177.6339722,-97.162278285585785,26.277797868532502
187,-177.6339722,-97.161202723662996,26.277797868532502
188,-177.6339722,-97.160127161740149,26.277797868532502
189,-177.6339722,-97.159051599817417,26.277797868532502
190,-180.3660126,-97.157976037894628,26.277797868532502
191,-180.3660126,-97.156900475971895,26.277797868532502
192,-180.3660126,-97.155824914049163,26.277797868532502
193,-183.0980377,-97.154749352126373,26.277797868532502
194,-183.0980377,-97.153673790203527,26.277797868532502
195,-183.0980377,-97.152598228280795,26.277797868532502
196,-183.0980377,-97.151522666358005,26.277797868532502
197,-183.0980377,-97.150447104435273,26.277797868532502
198,-183.0980377,-97.149371542512540,26.277797868532502
199,-183.0980377,-97.148295980589751,26.277797868532502
200,-183.0980377,-97.147220418667018,26.277797868532502
201,-183.0980377,-97.146144856744115,26.277797868532502
202,-183.0980377,-97.145069294821496,26.277797868532502
203,-183.0980377,-97.143993732898650,26.277797868532502
204,-183.0980377,-97.142918170975918,26.277797868532502
205,-183.0980377,-97.141842609053185,26.277797868532502
206,-183.0980377,-97.140767047130396,26.277797868532502
207,-185.8300629,-97.139691485207663,26.277797868532502
208,-185.8300629,-97.138615923284874,26.277797868532502
209,-185.8300629,-97.137540361362028,26.277797868532502
210,-185.8300629,-97.136464799439295,26.277797868532502
211,-188.5620880,-97.135389237516506,26.277797868532502
212,-188.5620880,-97.134313675593773,26.277797868532502
213,-191.2941132,-97.133238113671041,26.277797868532502
214,-191.2941132,-97.132162551748252,26.277797868532502
215,-191.2941132,-97.131086989825405,26.277797868532502
216,-191.2941132,-97.130011427902673,26.277797868532502
217,-194.0261383,-97.128935865979884,26.277797868532502
218,-194.0261383,-97.127860304057151,26.277797868532502
219,-194.0261383,-97.126784742134419,26.277797868532502
220,-194.0261383,-97.125709180211629,26.277797868532502
221,-194.0261383,-97.124633618288897,26.277797868532502
222,-194.0261383,-97.123558056365994,26.277797868532502
223,-194.0261383,-97.122482494443375,26.277797868532502
224,-194.0261383,-97.121406932520529,26.277797868532502
225,-194.0261383,-97.120331370597796,26.277797868532502
226,-194.0261383,-97.119255808675064,26.277797868532502
227,-196.7581635,-97.118180246752274,26.277797868532502
228,-196.7581635,-97.117104684829542,26.277797868532502
229,-196.7581635,-97.116029122906752,26.277797868532502
230,-196.7581635,-97.114953560983906,26.277797868532502
231,-199.4901886,-97.113877999061174,26.277797868532502
232,-199.4901886,-97.112802437138384,26.277797868532502
233,-199.4901886,-97.111726875215652,26.277797868532502
234,-202.2222137,-97.110651313292919,26.277797868532502
235,-202.2222137,-97.109575751370130,26.277797868532502
236,-202.2222137,-97.108500189447284,26.277797868532502
237,-199.4901886,-97.107424627524551,26.277797868532502
238,-196.7581635,-97.106349065601762,26.277797868532502
239,-196.7581635,-97.105273503679030,26.277797868532502
240,-196.7581635,-97.104197941756297,26.277797868532502
241,-196.7581635,-97.103122379833508,26.277797868532502
242,-196.7581635,-97.102046817910775,26.277797868532502
243,-196.7581635,-97.100971255987872,26.277797868532502
244,-196.7581635,-97.099895694065253,26.277797868532502
245,-196.7581635,-97.098820132142407,26.277797868532502
246,-196.7581635,-97.097744570219675,26.277797868532502
247,-199.4901886,-97.096669008296942,26.277797868532502
248,-202.2222137,-97.095593446374153,26.277797868532502
249,-202.2222137,-97.094517884451420,26.277797868532502
250,-202.2222137,-97.093442322528631,26.277797868532502
251,-204.9542542,-97.092366760605785,26.277797868532502
252,-204.9542542,-97.091291198683052,26.277797868532502
253,-204.9542542,-97.090215636760263,26.277797868532502
254,-207.6862793,-97.089140074837530,26.277797868532502
255,-207.6862793,-97.088064512914798,26.277797868532502
256,-207.6862793,-97.086988950992009,26.277797868532502
257,-207.6862793,-97.085913389069162,26.277797868532502
258,-210.4183044,-97.084837827146430,26.277797868532502
259,-210.4183044,-97.083762265223640,26.277797868532502
260,-210.4183044,-97.082686703300908,26.277797868532502
261,-210.4183044,-97.081611141378175,26.277797868532502
262,-213.1503296,-97.080535579455386,26.277797868532502
263,-213.1503296,-97.079460017532654,26.277797868532502
264,-215.8823547,-97.078384455609751,26.277797868532502
265,-215.8823547,-97.077308893687132,26.277797868532502
266,-215.8823547,-97.076233331764286,26.277797868532502
267,-215.8823547,-97.075157769841553,26.277797868532502
268,-213.1503296,-97.074082207918821,26.277797868532502
269,-213.1503296,-97.073006645996031,26.277797868532502
270,-213.1503296,-97.071931084073299,26.277797868532502
271,-213.1503296,-97.070855522150509,26.277797868532502
272,-213.1503296,-97.069779960227663,26.277797868532502
273,-210.4183044,-97.068704398304931,26.277797868532502
274,-207.6862793,-97.067628836382141,26.277797868532502
275,-204.9542542,-97.066553274459409,26.277797868532502
276,-202.2222137,-97.065477712536676,26.277797868532502
277,-202.2222137,-97.064402150613887,26.277797868532502
278,-202.2222137,-97.063326588691154,26.277797868532502
279,-202.2222137,-97.062251026768308,26.277797868532502
280,-202.2222137,-97.061175464845519,26.277797868532502
281,-204.9542542,-97.060099902922786,26.277797868532502
282,-207.6862793,-97.059024341000054,26.277797868532502
283,-207.6862793,-97.057948779077265,26.277797868532502
284,-207.6862793,-97.056873217154532,26.277797868532502
285,-210.4183044,-97.055797655231629,26.277797868532502
286,-213.1503296,-97.054722093309010,26.277797868532502
287,-213.1503296,-97.053646531386164,26.277797868532502
288,-215.8823547,-97.052570969463432,26.277797868532502
289,-215.8823547,-97.051495407540699,26.277797868532502
290,-215.8823547,-97.050419845617910,26.277797868532502
291,-215.8823547,-97.049344283695177,26.277797868532502
292,-218.6143799,-97.048268721772388,26.277797868532502
293,-218.6143799,-97.047193159849542,26.277797868532502
294,-218.6143799,-97.046117597926809,26.277797868532502
295,-221.3464050,-97.045042036004020,26.277797868532502
296,-221.3464050,-97.043966474081287,26.277797868532502
297,-221.3464050,-97.042890912158555,26.277797868532502
298,-221.3464050,-97.041815350235765,26.277797868532502
299,-224.0784302,-97.040739788313033,26.277797868532502
300,-224.0784302,-97.039664226390187,26.277797868532502
301,-224.0784302,-97.038588664467397,26.277797868532502
302,-226.8104553,-97.037513102544665,26.277797868532502
303,-226.8104553,-97.036437540621932,26.277797868532502
304,-226.8104553,-97.035361978699143,26.277797868532502
305,-229.5424805,-97.034286416776411,26.277797868532502
306,-229.5424805,-97.033210854853507,26.277797868532502
307,-229.5424805,-97.032135292930889,26.277797868532502
308,-229.5424805,-97.031059731008042,26.277797868532502
309,-232.2745056,-97.029984169085310,26.277797868532502
310,-235.0065308,-97.028908607162577,26.277797868532502
311,-237.7385559,-97.027833045239788,26.277797868532502
312,-237.7385559,-97.026757483317056,26.277797868532502
313,-237.7385559,-97.025681921394266,26.277797868532502
314,-240.4705811,-97.024606359471420,26.277797868532502
315,-243.2026062,-97.023530797548688,26.277797868532502
316,-245.9346313,-97.022455235625898,26.277797868532502
317,-245.9346313,-97.021379673703166,26.277797868532502
318,-248.6666565,-97.020304111780433,26.277797868532502
319,-248.6666565,-97.019228549857644,26.277797868532502
320,-68.3529358,-97.361257241297722,26.276722306609827
321,-60.1568604,-97.360181679374989,26.276722306609827
322,-49.2287598,-97.359106117452257,26.276722306609827
323,-46.4967346,-97.358030555529467,26.276722306609827
324,-65.6209106,-97.356954993606621,26.276722306609827
325,-82.0130615,-97.355879431683888,26.276722306609827
326,-76.5490112,-97.354803869761099,26.276722306609827
327,-62.8888855,-97.353728307838367,26.276722306609827
328,-51.9607849,-97.352652745915634,26.276722306609827
329,-54.6928101,-97.351577183992845,26.276722306609827
330,-49.2287598,-97.350501622069999,26.276722306609827
331,-49.2287598,-97.349426060147209,26.276722306609827
332,-57.4248352,-97.348350498224477,26.276722306609827
333,-62.8888855,-97.347274936301744,26.276722306609827
334,-68.3529358,-97.346199374379012,26.276722306609827
335,-60.1568604,-97.345123812456222,26.276722306609827
336,-38.3006592,-97.344048250533490,26.276722306609827
337,-21.9085083,-97.342972688610587,26.276722306609827
338,-101.1372375,-97.341897126687968,26.276722306609827
339,-109.3333130,-97.340821564765122,26.276722306609827
340,-106.6012878,-97.339746002842389,26.276722306609827
341,-106.6012878,-97.338670440919600,26.276722306609827
342,-109.3333130,-97.337594878996867,26.276722306609827
343,-109.3333130,-97.336519317074135,26.276722306609827
344,-109.3333130,-97.335443755151346,26.276722306609827
345,-109.3333130,-97.334368193228499,26.276722306609827
346,-109.3333130,-97.333292631305767,26.276722306609827
347,-109.3333130,-97.332217069382978,26.276722306609827
348,-109.3333130,-97.331141507460245,26.276722306609827
349,-109.3333130,-97.330065945537513,26.276722306609827
350,-109.3333130,-97.328990383614723,26.276722306609827
351,-109.3333130,-97.327914821691877,26.276722306609827
352,-109.3333130,-97.326839259769088,26.276722306609827
353,-109.3333130,-97.325763697846355,26.276722306609827
354,-109.3333130,-97.324688135923623,26.276722306609827
355,-109.3333130,-97.323612574000890,26.276722306609827
356,-109.3333130,-97.322537012078101,26.276722306609827
357,-109.3333130,-97.321461450155368,26.276722306609827
358,-109.3333130,-97.320385888232465,26.276722306609827
359,-109.3333130,-97.319310326309846,26.276722306609827
360,-109.3333130,-97.318234764387000,26.276722306609827
361,-109.3333130,-97.317159202464268,26.276722306609827
362,-109.3333130,-97.316083640541478,26.276722306609827
363,-109.3333130,-97.315008078618746,26.276722306609827
364,-109.3333130,-97.313932516696013,26.276722306609827
365,-109.3333130,-97.312856954773224,26.276722306609827
366,-109.3333130,-97.311781392850378,26.276722306609827
367,-109.3333130,-97.310705830927645,26.276722306609827
368,-109.3333130,-97.309630269004856,26.276722306609827
369,-109.3333130,-97.308554707082124,26.276722306609827
370,-109.3333130,-97.307479145159391,26.276722306609827
371,-109.3333130,-97.306403583236602,26.276722306609827
372,-106.6012878,-97.305328021313755,26.276722306609827
373,-106.6012878,-97.304252459390966,26.276722306609827
374,-106.6012878,-97.303176897468234,26.276722306609827
375,-106.6012878,-97.302101335545501,26.276722306609827
376,-106.6012878,-97.301025773622769,26.276722306609827
377,-106.6012878,-97.299950211699979,26.276722306609827
378,-106.6012878,-97.298874649777247,26.276722306609827
379,-106.6012878,-97.297799087854344,26.276722306609827
380,-106.6012878,-97.296723525931725,26.276722306609827
381,-106.6012878,-97.295647964008879,26.276722306609827
382,-106.6012878,-97.294572402086146,26.276722306609827
383,-109.3333130,-97.293496840163357,26.276722306609827
384,-106.6012878,-97.292421278240624,26.276722306609827
385,-103.8692627,-97.291345716317892,26.276722306609827
386,-106.6012878,-97.290270154395103,26.276722306609827
387,-117.5293884,-97.289194592472256,26.276722306609827
388,-139.3856049,-97.288119030549524,26.276722306609827
389,-158.5097961,-97.287043468626734,26.276722306609827
390,-166.7058716,-97.285967906704002,26.276722306609827
391,-161.2418213,-97.284892344781269,26.276722306609827
392,-150.3137207,-97.283816782858480,26.276722306609827
393,-147.5816956,-97.282741220935634,26.276722306609827
394,-144.8496704,-97.281665659012845,26.276722306609827
395,-142.1176300,-97.280590097090112,26.276722306609827
396,-133.9215546,-97.279514535167380,26.276722306609827
397,-128.4575195,-97.278438973244647,26.276722306609827
398,-122.9934692,-97.277363411321858,26.276722306609827
399,-117.5293884,-97.276287849399125,26.276722306609827
400,-112.0653381,-97.275212287476222,26.276722306609827
401,-109.3333130,-97.274136725553603,26.276722306609827
402,-106.6012878,-97.273061163630757,26.276722306609827
403,-106.6012878,-97.271985601708025,26.276722306609827
404,-109.3333130,-97.270910039785235,26.276722306609827
405,-112.0653381,-97.269834477862503,26.276722306609827
406,-114.7973633,-97.268758915939770,26.276722306609827
407,-120.2614441,-97.267683354016981,26.276722306609827
408,-128.4575195,-97.266607792094135,26.276722306609827
409,-133.9215546,-97.265532230171402,26.276722306609827
410,-139.3856049,-97.264456668248613,26.276722306609827
411,-144.8496704,-97.263381106325880,26.276722306609827
412,-147.5816956,-97.262305544403148,26.276722306609827
413,-147.5816956,-97.261229982480359,26.276722306609827
414,-150.3137207,-97.260154420557626,26.276722306609827
415,-150.3137207,-97.259078858634723,26.276722306609827
416,-150.3137207,-97.258003296712104,26.276722306609827
417,-150.3137207,-97.256927734789258,26.276722306609827
418,-150.3137207,-97.255852172866526,26.276722306609827
419,-150.3137207,-97.254776610943736,26.276722306609827
420,-150.3137207,-97.253701049021004,26.276722306609827
421,-150.3137207,-97.252625487098101,26.276722306609827
422,-150.3137207,-97.251549925175482,26.276722306609827
423,-150.3137207,-97.250474363252636,26.276722306609827
424,-150.3137207,-97.249398801329903,26.276722306609827
425,-150.3137207,-97.248323239407114,26.276722306609827
426,-150.3137207,-97.247247677484381,26.276722306609827
427,-147.5816956,-97.246172115561649,26.276722306609827
428,-147.5816956,-97.245096553638859,26.276722306609827
429,-147.5816956,-97.244020991716013,26.276722306609827
430,-144.8496704,-97.242945429793281,26.276722306609827
431,-144.8496704,-97.241869867870491,26.276722306609827
432,-144.8496704,-97.240794305947759,26.276722306609827
433,-144.8496704,-97.239718744025026,26.276722306609827
434,-144.8496704,-97.238643182102237,26.276722306609827
435,-144.8496704,-97.237567620179505,26.276722306609827
436,-144.8496704,-97.236492058256601,26.276722306609827
437,-144.8496704,-97.235416496333983,26.276722306609827
438,-144.8496704,-97.234340934411136,26.276722306609827
439,-144.8496704,-97.233265372488404,26.276722306609827
440,-144.8496704,-97.232189810565615,26.276722306609827
441,-144.8496704,-97.231114248642882,26.276722306609827
442,-144.8496704,-97.230038686719979,26.276722306609827
443,-144.8496704,-97.228963124797360,26.276722306609827
444,-144.8496704,-97.227887562874514,26.276722306609827
445,-144.8496704,-97.226812000951782,26.276722306609827
446,-142.1176300,-97.225736439028992,26.276722306609827
447,-142.1176300,-97.224660877106260,26.276722306609827
448,-139.3856049,-97.223585315183527,26.276722306609827
449,-136.6535797,-97.222509753260738,26.276722306609827
450,-136.6535797,-97.221434191337892,26.276722306609827
451,-133.9215546,-97.220358629415159,26.276722306609827
452,-133.9215546,-97.219283067492370,26.276722306609827
453,-133.9215546,-97.218207505569637,26.276722306609827
454,-131.1895447,-97.217131943646905,26.276722306609827
455,-131.1895447,-97.216056381724115,26.276722306609827
456,-128.4575195,-97.214980819801383,26.276722306609827
457,-128.4575195,-97.213905257878480,26.276722306609827
458,-125.7254944,-97.212829695955861,26.276722306609827
459,-122.9934692,-97.211754134033015,26.276722306609827
460,-122.9934692,-97.210678572110282,26.276722306609827
461,-120.2614441,-97.209603010187493,26.276722306609827
462,-120.2614441,-97.208527448264761,26.276722306609827
463,-120.2614441,-97.207451886342028,26.276722306609827
464,-117.5293884,-97.206376324419239,26.276722306609827
465,-114.7973633,-97.205300762496393,26.276722306609827
466,-112.0653381,-97.204225200573660,26.276722306609827
467,-109.3333130,-97.203149638650871,26.276722306609827
468,-109.3333130,-97.202074076728138,26.276722306609827
469,-109.3333130,-97.200998514805406,26.276722306609827
470,-112.0653381,-97.199922952882616,26.276722306609827
471,-112.0653381,-97.198847390959770,26.276722306609827
472,-112.0653381,-97.197771829037038,26.276722306609827
473,-106.6012878,-97.196696267114248,26.276722306609827
474,-109.3333130,-97.195620705191516,26.276722306609827
475,-112.0653381,-97.194545143268783,26.276722306609827
476,-117.5293884,-97.193469581345994,26.276722306609827
477,-109.3333130,-97.192394019423261,26.276722306609827
478,-95.6731873,-97.191318457500358,26.276722306609827
479,-92.9411621,-97.190242895577740,26.276722306609827
480,-112.0653381,-97.189167333654893,26.276722306609827
481,-139.3856049,-97.188091771732161,26.276722306609827
482,-153.0457458,-97.187016209809428,26.276722306609827
483,-155.7777710,-97.185940647886639,26.276722306609827
484,-153.0457458,-97.184865085963906,26.276722306609827
485,-166.7058716,-97.183789524041117,26.276722306609827
486,-166.7058716,-97.182713962118271,26.276722306609827
487,-166.7058716,-97.181638400195538,26.276722306609827
488,-166.7058716,-97.180562838272749,26.276722306609827
489,-169.4378967,-97.179487276350017,26.276722306609827
490,-169.4378967,-97.178411714427284,26.276722306609827
491,-172.1699219,-97.177336152504495,26.276722306609827
492,-172.1699219,-97.176260590581649,26.276722306609827
493,-172.1699219,-97.175185028658916,26.276722306609827
494,-172.1699219,-97.174109466736127,26.276722306609827
495,-172.1699219,-97.173033904813394,26.276722306609827
496,-172.1699219,-97.171958342890662,26.276722306609827
497,-172.1699219,-97.170882780967872,26.276722306609827
498,-172.1699219,-97.169807219045140,26.276722306609827
499,-174.9019470,-97.168731657122237,26.276722306609827
500,-174.9019470,-97.167656095199618,26.276722306609827
501,-177.6339722,-97.166580533276772,26.276722306609827
502,-177.6339722,-97.165504971354039,26.276722306609827
503,-177.6339722,-97.164429409431307,26.276722306609827
504,-177.6339722,-97.163353847508517,26.276722306609827
505,-177.6339722,-97.162278285585785,26.276722306609827
506,-177.6339722,-97.161202723662996,26.276722306609827
507,-177.6339722,-97.160127161740149,26.276722306609827
508,-177.6339722,-97.159051599817417,26.276722306609827
509,-180.3660126,-97.157976037894628,26.276722306609827
510,-180.3660126,-97.156900475971895,26.276722306609827
511,-180.3660126,-97.155824914049163,26.276722306609827
512,-183.0980377,-97.154749352126373,26.276722306609827
513,-183.0980377,-97.153673790203527,26.276722306609827
514,-183.0980377,-97.152598228280795,26.276722306609827
515,-183.0980377,-97.151522666358005,26.276722306609827
516,-183.0980377,-97.150447104435273,26.276722306609827
517,-183.0980377,-97.149371542512540,26.276722306609827
518,-183.0980377,-97.148295980589751,26.276722306609827
519,-183.0980377,-97.147220418667018,26.276722306609827
520,-183.0980377,-97.146144856744115,26.276722306609827
521,-183.0980377,-97.145069294821496,26.276722306609827
522,-183.0980377,-97.143993732898650,26.276722306609827
523,-183.0980377,-97.142918170975918,26.276722306609827
524,-183.0980377,-97.141842609053185,26.276722306609827
525,-183.0980377,-97.140767047130396,26.276722306609827
526,-185.8300629,-97.139691485207663,26.276722306609827
527,-185.8300629,-97.138615923284874,26.276722306609827
528,-185.8300629,-97.137540361362028,26.276722306609827
529,-185.8300629,-97.136464799439295,26.276722306609827
530,-188.5620880,-97.135389237516506,26.276722306609827
531,-188.5620880,-97.134313675593773,26.276722306609827
532,-191.2941132,-97.133238113671041,26.276722306609827
533,-191.2941132,-97.132162551748252,26.276722306609827
534,-191.2941132,-97.131086989825405,26.276722306609827
535,-191.2941132,-97.130011427902673,26.276722306609827
