pointid,grid_code,POINT_X,POINT_Y
12061,-207.6862793,-97.084837827146430,26.238002077390263
12062,-207.6862793,-97.083762265223640,26.238002077390263
12063,-207.6862793,-97.082686703300908,26.238002077390263
12064,-207.6862793,-97.081611141378175,26.238002077390263
12065,-207.6862793,-97.080535579455386,26.238002077390263
12066,-207.6862793,-97.079460017532654,26.238002077390263
12067,-207.6862793,-97.078384455609751,26.238002077390263
12068,-207.6862793,-97.077308893687132,26.238002077390263
12069,-207.6862793,-97.076233331764286,26.238002077390263
12070,-207.6862793,-97.075157769841553,26.238002077390263
12071,-204.9542542,-97.074082207918821,26.238002077390263
12072,-202.2222137,-97.073006645996031,26.238002077390263
12073,-202.2222137,-97.071931084073299,26.238002077390263
12074,-202.2222137,-97.070855522150509,26.238002077390263
12075,-199.4901886,-97.069779960227663,26.238002077390263
12076,-199.4901886,-97.068704398304931,26.238002077390263
12077,-202.2222137,-97.067628836382141,26.238002077390263
12078,-202.2222137,-97.066553274459409,26.238002077390263
12079,-202.2222137,-97.065477712536676,26.238002077390263
12080,-204.9542542,-97.064402150613887,26.238002077390263
12081,-204.9542542,-97.063326588691154,26.238002077390263
12082,-207.6862793,-97.062251026768308,26.238002077390263
12083,-207.6862793,-97.061175464845519,26.238002077390263
12084,-207.6862793,-97.060099902922786,26.238002077390263
12085,-210.4183044,-97.059024341000054,26.238002077390263
12086,-210.4183044,-97.057948779077265,26.238002077390263
12087,-210.4183044,-97.056873217154532,26.238002077390263
12088,-213.1503296,-97.055797655231629,26.238002077390263
12089,-213.1503296,-97.054722093309010,26.238002077390263
12090,-213.1503296,-97.053646531386164,26.238002077390263
12091,-215.8823547,-97.052570969463432,26.238002077390263
12092,-215.8823547,-97.051495407540699,26.238002077390263
12093,-215.8823547,-97.050419845617910,26.238002077390263
12094,-215.8823547,-97.049344283695177,26.238002077390263
12095,-218.6143799,-97.048268721772388,26.238002077390263
12096,-218.6143799,-97.047193159849542,26.238002077390263
12097,-218.6143799,-97.046117597926809,26.238002077390263
12098,-221.3464050,-97.045042036004020,26.238002077390263
12099,-221.3464050,-97.043966474081287,26.238002077390263
12100,-221.3464050,-97.042890912158555,26.238002077390263
12101,-221.3464050,-97.041815350235765,26.238002077390263
12102,-224.0784302,-97.040739788313033,26.238002077390263
12103,-224.0784302,-97.039664226390187,26.238002077390263
12104,-224.0784302,-97.038588664467397,26.238002077390263
12105,-226.8104553,-97.037513102544665,26.238002077390263
12106,-226.8104553,-97.036437540621932,26.238002077390263
12107,-226.8104553,-97.035361978699143,26.238002077390263
12108,-229.5424805,-97.034286416776411,26.238002077390263
12109,-229.5424805,-97.033210854853507,26.238002077390263
12110,-229.5424805,-97.032135292930889,26.238002077390263
12111,-229.5424805,-97.031059731008042,26.238002077390263
12112,-229.5424805,-97.029984169085310,26.238002077390263
12113,-232.2745056,-97.028908607162577,26.238002077390263
12114,-232.2745056,-97.027833045239788,26.238002077390263
12115,-232.2745056,-97.026757483317056,26.238002077390263
12116,-232.2745056,-97.025681921394266,26.238002077390263
12117,-235.0065308,-97.024606359471420,26.238002077390263
12118,-237.7385559,-97.023530797548688,26.238002077390263
12119,-237.7385559,-97.022455235625898,26.238002077390263
12120,-237.7385559,-97.021379673703166,26.238002077390263
12121,-240.4705811,-97.020304111780433,26.238002077390263
12122,-243.2026062,-97.019228549857644,26.238002077390263
12123,-38.3006592,-97.361257241297722,26.236926515467360
12124,-68.3529358,-97.360181679374989,26.236926515467360
12125,-73.8169861,-97.359106117452257,26.236926515467360
12126,-38.3006592,-97.358030555529467,26.236926515467360
12127,-10.9803772,-97.356954993606621,26.236926515467360
12128,-19.1764526,-97.355879431683888,26.236926515467360
12129,-38.3006592,-97.354803869761099,26.236926515467360
12130,-60.1568604,-97.353728307838367,26.236926515467360
12131,-73.8169861,-97.352652745915634,26.236926515467360
12132,-68.3529358,-97.351577183992845,26.236926515467360
12133,-60.1568604,-97.350501622069999,26.236926515467360
12134,-51.9607849,-97.349426060147209,26.236926515467360
12135,-46.4967346,-97.348350498224477,26.236926515467360
12136,-49.2287598,-97.347274936301744,26.236926515467360
12137,-54.6928101,-97.346199374379012,26.236926515467360
12138,-57.4248352,-97.345123812456222,26.236926515467360
12139,-60.1568604,-97.344048250533490,26.236926515467360
12140,-60.1568604,-97.342972688610587,26.236926515467360
12141,-57.4248352,-97.341897126687968,26.236926515467360
12142,-54.6928101,-97.340821564765122,26.236926515467360
12143,-54.6928101,-97.339746002842389,26.236926515467360
12144,-54.6928101,-97.338670440919600,26.236926515467360
12145,-49.2287598,-97.337594878996867,26.236926515467360
12146,-46.4967346,-97.336519317074135,26.236926515467360
12147,-51.9607849,-97.335443755151346,26.236926515467360
12148,-62.8888855,-97.334368193228499,26.236926515467360
12149,-73.8169861,-97.333292631305767,26.236926515467360
12150,-65.6209106,-97.332217069382978,26.236926515467360
12151,-49.2287598,-97.331141507460245,26.236926515467360
12152,-43.7647095,-97.330065945537513,26.236926515467360
12153,-54.6928101,-97.328990383614723,26.236926515467360
12154,-76.5490112,-97.327914821691877,26.236926515467360
12155,-95.6731873,-97.326839259769088,26.236926515467360
12156,-98.4052124,-97.325763697846355,26.236926515467360
12157,-101.1372375,-97.324688135923623,26.236926515467360
12158,-103.8692627,-97.323612574000890,26.236926515467360
12159,-109.3333130,-97.322537012078101,26.236926515467360
12160,-112.0653381,-97.321461450155368,26.236926515467360
12161,-112.0653381,-97.320385888232465,26.236926515467360
12162,-109.3333130,-97.319310326309846,26.236926515467360
12163,-106.6012878,-97.318234764387000,26.236926515467360
12164,-101.1372375,-97.317159202464268,26.236926515467360
12165,-109.3333130,-97.316083640541478,26.236926515467360
12166,-112.0653381,-97.315008078618746,26.236926515467360
12167,-112.0653381,-97.313932516696013,26.236926515467360
12168,-112.0653381,-97.312856954773224,26.236926515467360
12169,-109.3333130,-97.311781392850378,26.236926515467360
12170,-103.8692627,-97.310705830927645,26.236926515467360
12171,-101.1372375,-97.309630269004856,26.236926515467360
12172,-106.6012878,-97.308554707082124,26.236926515467360
12173,-117.5293884,-97.307479145159391,26.236926515467360
12174,-125.7254944,-97.306403583236602,26.236926515467360
12175,-117.5293884,-97.305328021313755,26.236926515467360
12176,-106.6012878,-97.304252459390966,26.236926515467360
12177,-106.6012878,-97.303176897468234,26.236926515467360
12178,-106.6012878,-97.302101335545501,26.236926515467360
12179,-106.6012878,-97.301025773622769,26.236926515467360
12180,-106.6012878,-97.299950211699979,26.236926515467360
12181,-106.6012878,-97.298874649777247,26.236926515467360
12182,-106.6012878,-97.297799087854344,26.236926515467360
12183,-106.6012878,-97.296723525931725,26.236926515467360
12184,-106.6012878,-97.295647964008879,26.236926515467360
12185,-106.6012878,-97.294572402086146,26.236926515467360
12186,-106.6012878,-97.293496840163357,26.236926515467360
12187,-106.6012878,-97.292421278240624,26.236926515467360
12188,-106.6012878,-97.291345716317892,26.236926515467360
12189,-106.6012878,-97.290270154395103,26.236926515467360
12190,-106.6012878,-97.289194592472256,26.236926515467360
12191,-106.6012878,-97.288119030549524,26.236926515467360
12192,-106.6012878,-97.287043468626734,26.236926515467360
12193,-106.6012878,-97.285967906704002,26.236926515467360
12194,-106.6012878,-97.284892344781269,26.236926515467360
12195,-106.6012878,-97.283816782858480,26.236926515467360
12196,-103.8692627,-97.282741220935634,26.236926515467360
12197,-106.6012878,-97.281665659012845,26.236926515467360
12198,-103.8692627,-97.280590097090112,26.236926515467360
12199,-103.8692627,-97.279514535167380,26.236926515467360
12200,-103.8692627,-97.278438973244647,26.236926515467360
12201,-109.3333130,-97.277363411321858,26.236926515467360
12202,-120.2614441,-97.276287849399125,26.236926515467360
12203,-136.6535797,-97.275212287476222,26.236926515467360
12204,-155.7777710,-97.274136725553603,26.236926515467360
12205,-169.4378967,-97.273061163630757,26.236926515467360
12206,-163.9738464,-97.271985601708025,26.236926515467360
12207,-163.9738464,-97.270910039785235,26.236926515467360
12208,-163.9738464,-97.269834477862503,26.236926515467360
12209,-163.9738464,-97.268758915939770,26.236926515467360
12210,-163.9738464,-97.267683354016981,26.236926515467360
12211,-163.9738464,-97.266607792094135,26.236926515467360
12212,-163.9738464,-97.265532230171402,26.236926515467360
12213,-163.9738464,-97.264456668248613,26.236926515467360
12214,-163.9738464,-97.263381106325880,26.236926515467360
12215,-163.9738464,-97.262305544403148,26.236926515467360
12216,-163.9738464,-97.261229982480359,26.236926515467360
12217,-163.9738464,-97.260154420557626,26.236926515467360
12218,-163.9738464,-97.259078858634723,26.236926515467360
12219,-163.9738464,-97.258003296712104,26.236926515467360
12220,-161.2418213,-97.256927734789258,26.236926515467360
12221,-161.2418213,-97.255852172866526,26.236926515467360
12222,-161.2418213,-97.254776610943736,26.236926515467360
12223,-158.5097961,-97.253701049021004,26.236926515467360
12224,-158.5097961,-97.252625487098101,26.236926515467360
12225,-158.5097961,-97.251549925175482,26.236926515467360
12226,-155.7777710,-97.250474363252636,26.236926515467360
12227,-153.0457458,-97.249398801329903,26.236926515467360
12228,-153.0457458,-97.248323239407114,26.236926515467360
12229,-153.0457458,-97.247247677484381,26.236926515467360
12230,-150.3137207,-97.246172115561649,26.236926515467360
12231,-150.3137207,-97.245096553638859,26.236926515467360
12232,-150.3137207,-97.244020991716013,26.236926515467360
12233,-147.5816956,-97.242945429793281,26.236926515467360
12234,-147.5816956,-97.241869867870491,26.236926515467360
12235,-147.5816956,-97.240794305947759,26.236926515467360
12236,-147.5816956,-97.239718744025026,26.236926515467360
12237,-150.3137207,-97.238643182102237,26.236926515467360
12238,-150.3137207,-97.237567620179505,26.236926515467360
12239,-150.3137207,-97.236492058256601,26.236926515467360
12240,-150.3137207,-97.235416496333983,26.236926515467360
12241,-150.3137207,-97.234340934411136,26.236926515467360
12242,-150.3137207,-97.233265372488404,26.236926515467360
12243,-150.3137207,-97.232189810565615,26.236926515467360
12244,-150.3137207,-97.231114248642882,26.236926515467360
12245,-150.3137207,-97.230038686719979,26.236926515467360
12246,-150.3137207,-97.228963124797360,26.236926515467360
12247,-144.8496704,-97.227887562874514,26.236926515467360
12248,-144.8496704,-97.226812000951782,26.236926515467360
12249,-144.8496704,-97.225736439028992,26.236926515467360
12250,-144.8496704,-97.224660877106260,26.236926515467360
12251,-144.8496704,-97.223585315183527,26.236926515467360
12252,-144.8496704,-97.222509753260738,26.236926515467360
12253,-144.8496704,-97.221434191337892,26.236926515467360
12254,-144.8496704,-97.220358629415159,26.236926515467360
12255,-144.8496704,-97.219283067492370,26.236926515467360
12256,-144.8496704,-97.218207505569637,26.236926515467360
12257,-147.5816956,-97.217131943646905,26.236926515467360
12258,-147.5816956,-97.216056381724115,26.236926515467360
12259,-147.5816956,-97.214980819801383,26.236926515467360
12260,-144.8496704,-97.213905257878480,26.236926515467360
12261,-142.1176300,-97.212829695955861,26.236926515467360
12262,-139.3856049,-97.211754134033015,26.236926515467360
12263,-139.3856049,-97.210678572110282,26.236926515467360
12264,-139.3856049,-97.209603010187493,26.236926515467360
12265,-136.6535797,-97.208527448264761,26.236926515467360
12266,-136.6535797,-97.207451886342028,26.236926515467360
12267,-133.9215546,-97.206376324419239,26.236926515467360
12268,-133.9215546,-97.205300762496393,26.236926515467360
12269,-133.9215546,-97.204225200573660,26.236926515467360
12270,-131.1895447,-97.203149638650871,26.236926515467360
12271,-128.4575195,-97.202074076728138,26.236926515467360
12272,-128.4575195,-97.200998514805406,26.236926515467360
12273,-125.7254944,-97.199922952882616,26.236926515467360
12274,-125.7254944,-97.198847390959770,26.236926515467360
12275,-122.9934692,-97.197771829037038,26.236926515467360
12276,-122.9934692,-97.196696267114248,26.236926515467360
12277,-122.9934692,-97.195620705191516,26.236926515467360
12278,-120.2614441,-97.194545143268783,26.236926515467360
12279,-117.5293884,-97.193469581345994,26.236926515467360
12280,-114.7973633,-97.192394019423261,26.236926515467360
12281,-114.7973633,-97.191318457500358,26.236926515467360
12282,-112.0653381,-97.190242895577740,26.236926515467360
12283,-109.3333130,-97.189167333654893,26.236926515467360
12284,-101.1372375,-97.188091771732161,26.236926515467360
12285,-90.2091370,-97.187016209809428,26.236926515467360
12286,-79.2810364,-97.185940647886639,26.236926515467360
12287,-71.0849609,-97.184865085963906,26.236926515467360
12288,-62.8888855,-97.183789524041117,26.236926515467360
12289,-76.5490112,-97.182713962118271,26.236926515467360
12290,-101.1372375,-97.181638400195538,26.236926515467360
12291,-131.1895447,-97.180562838272749,26.236926515467360
12292,-155.7777710,-97.179487276350017,26.236926515467360
12293,-163.9738464,-97.178411714427284,26.236926515467360
12294,-158.5097961,-97.177336152504495,26.236926515467360
12295,-158.5097961,-97.176260590581649,26.236926515467360
12296,-163.9738464,-97.175185028658916,26.236926515467360
12297,-172.1699219,-97.174109466736127,26.236926515467360
12298,-169.4378967,-97.173033904813394,26.236926515467360
12299,-169.4378967,-97.171958342890662,26.236926515467360
12300,-169.4378967,-97.170882780967872,26.236926515467360
12301,-169.4378967,-97.169807219045140,26.236926515467360
12302,-172.1699219,-97.168731657122237,26.236926515467360
12303,-172.1699219,-97.167656095199618,26.236926515467360
12304,-174.9019470,-97.166580533276772,26.236926515467360
12305,-174.9019470,-97.165504971354039,26.236926515467360
12306,-174.9019470,-97.164429409431307,26.236926515467360
12307,-174.9019470,-97.163353847508517,26.236926515467360
12308,-174.9019470,-97.162278285585785,26.236926515467360
12309,-174.9019470,-97.161202723662996,26.236926515467360
12310,-174.9019470,-97.160127161740149,26.236926515467360
12311,-174.9019470,-97.159051599817417,26.236926515467360
12312,-177.6339722,-97.157976037894628,26.236926515467360
12313,-177.6339722,-97.156900475971895,26.236926515467360
12314,-177.6339722,-97.155824914049163,26.236926515467360
12315,-180.3660126,-97.154749352126373,26.236926515467360
12316,-180.3660126,-97.153673790203527,26.236926515467360
12317,-180.3660126,-97.152598228280795,26.236926515467360
12318,-180.3660126,-97.151522666358005,26.236926515467360
12319,-183.0980377,-97.150447104435273,26.236926515467360
12320,-183.0980377,-97.149371542512540,26.236926515467360
12321,-183.0980377,-97.148295980589751,26.236926515467360
12322,-183.0980377,-97.147220418667018,26.236926515467360
12323,-183.0980377,-97.146144856744115,26.236926515467360
12324,-183.0980377,-97.145069294821496,26.236926515467360
12325,-183.0980377,-97.143993732898650,26.236926515467360
12326,-183.0980377,-97.142918170975918,26.236926515467360
12327,-183.0980377,-97.141842609053185,26.236926515467360
12328,-183.0980377,-97.140767047130396,26.236926515467360
12329,-185.8300629,-97.139691485207663,26.236926515467360
12330,-185.8300629,-97.138615923284874,26.236926515467360
12331,-185.8300629,-97.137540361362028,26.236926515467360
12332,-185.8300629,-97.136464799439295,26.236926515467360
12333,-188.5620880,-97.135389237516506,26.236926515467360
12334,-188.5620880,-97.134313675593773,26.236926515467360
12335,-191.2941132,-97.133238113671041,26.236926515467360
12336,-191.2941132,-97.132162551748252,26.236926515467360
12337,-191.2941132,-97.131086989825405,26.236926515467360
12338,-191.2941132,-97.130011427902673,26.236926515467360
12339,-194.0261383,-97.128935865979884,26.236926515467360
12340,-194.0261383,-97.127860304057151,26.236926515467360
12341,-194.0261383,-97.126784742134419,26.236926515467360
12342,-194.0261383,-97.125709180211629,26.236926515467360
12343,-194.0261383,-97.124633618288897,26.236926515467360
12344,-194.0261383,-97.123558056365994,26.236926515467360
12345,-194.0261383,-97.122482494443375,26.236926515467360
12346,-194.0261383,-97.121406932520529,26.236926515467360
12347,-194.0261383,-97.120331370597796,26.236926515467360
12348,-194.0261383,-97.119255808675064,26.236926515467360
12349,-194.0261383,-97.118180246752274,26.236926515467360
12350,-194.0261383,-97.117104684829542,26.236926515467360
12351,-194.0261383,-97.116029122906752,26.236926515467360
12352,-194.0261383,-97.114953560983906,26.236926515467360
12353,-196.7581635,-97.113877999061174,26.236926515467360
12354,-196.7581635,-97.112802437138384,26.236926515467360
12355,-196.7581635,-97.111726875215652,26.236926515467360
12356,-199.4901886,-97.110651313292919,26.236926515467360
12357,-199.4901886,-97.109575751370130,26.236926515467360
12358,-199.4901886,-97.108500189447284,26.236926515467360
12359,-196.7581635,-97.107424627524551,26.236926515467360
12360,-196.7581635,-97.106349065601762,26.236926515467360
12361,-196.7581635,-97.105273503679030,26.236926515467360
12362,-196.7581635,-97.104197941756297,26.236926515467360
12363,-199.4901886,-97.103122379833508,26.236926515467360
12364,-199.4901886,-97.102046817910775,26.236926515467360
12365,-199.4901886,-97.100971255987872,26.236926515467360
12366,-202.2222137,-97.099895694065253,26.236926515467360
12367,-202.2222137,-97.098820132142407,26.236926515467360
12368,-202.2222137,-97.097744570219675,26.236926515467360
12369,-202.2222137,-97.096669008296942,26.236926515467360
12370,-202.2222137,-97.095593446374153,26.236926515467360
12371,-202.2222137,-97.094517884451420,26.236926515467360
12372,-202.2222137,-97.093442322528631,26.236926515467360
12373,-204.9542542,-97.092366760605785,26.236926515467360
12374,-204.9542542,-97.091291198683052,26.236926515467360
12375,-204.9542542,-97.090215636760263,26.236926515467360
12376,-207.6862793,-97.089140074837530,26.236926515467360
12377,-207.6862793,-97.088064512914798,26.236926515467360
12378,-207.6862793,-97.086988950992009,26.236926515467360
12379,-207.6862793,-97.085913389069162,26.236926515467360
12380,-207.6862793,-97.084837827146430,26.236926515467360
12381,-207.6862793,-97.083762265223640,26.236926515467360
12382,-207.6862793,-97.082686703300908,26.236926515467360
12383,-207.6862793,-97.081611141378175,26.236926515467360
12384,-207.6862793,-97.080535579455386,26.236926515467360
12385,-207.6862793,-97.079460017532654,26.236926515467360
12386,-207.6862793,-97.078384455609751,26.236926515467360
12387,-207.6862793,-97.077308893687132,26.236926515467360
12388,-207.6862793,-97.076233331764286,26.236926515467360
12389,-207.6862793,-97.075157769841553,26.236926515467360
12390,-204.9542542,-97.074082207918821,26.236926515467360
12391,-202.2222137,-97.073006645996031,26.236926515467360
12392,-202.2222137,-97.071931084073299,26.236926515467360
12393,-202.2222137,-97.070855522150509,26.236926515467360
12394,-199.4901886,-97.069779960227663,26.236926515467360
12395,-199.4901886,-97.068704398304931,26.236926515467360
12396,-202.2222137,-97.067628836382141,26.236926515467360
12397,-202.2222137,-97.066553274459409,26.236926515467360
12398,-202.2222137,-97.065477712536676,26.236926515467360
12399,-204.9542542,-97.064402150613887,26.236926515467360
12400,-204.9542542,-97.063326588691154,26.236926515467360
12401,-207.6862793,-97.062251026768308,26.236926515467360
12402,-207.6862793,-97.061175464845519,26.236926515467360
12403,-207.6862793,-97.060099902922786,26.236926515467360
12404,-210.4183044,-97.059024341000054,26.236926515467360
12405,-210.4183044,-97.057948779077265,26.236926515467360
12406,-210.4183044,-97.056873217154532,26.236926515467360
12407,-213.1503296,-97.055797655231629,26.236926515467360
12408,-213.1503296,-97.054722093309010,26.236926515467360
12409,-213.1503296,-97.053646531386164,26.236926515467360
12410,-215.8823547,-97.052570969463432,26.236926515467360
12411,-215.8823547,-97.051495407540699,26.236926515467360
12412,-215.8823547,-97.050419845617910,26.236926515467360
12413,-215.8823547,-97.049344283695177,26.236926515467360
12414,-218.6143799,-97.048268721772388,26.236926515467360
12415,-218.6143799,-97.047193159849542,26.236926515467360
12416,-218.6143799,-97.046117597926809,26.236926515467360
12417,-221.3464050,-97.045042036004020,26.236926515467360
12418,-221.3464050,-97.043966474081287,26.236926515467360
12419,-221.3464050,-97.042890912158555,26.236926515467360
12420,-221.3464050,-97.041815350235765,26.236926515467360
12421,-224.0784302,-97.040739788313033,26.236926515467360
12422,-224.0784302,-97.039664226390187,26.236926515467360
12423,-224.0784302,-97.038588664467397,26.236926515467360
12424,-226.8104553,-97.037513102544665,26.236926515467360
12425,-226.8104553,-97.036437540621932,26.236926515467360
12426,-226.8104553,-97.035361978699143,26.236926515467360
12427,-229.5424805,-97.034286416776411,26.236926515467360
12428,-229.5424805,-97.033210854853507,26.236926515467360
12429,-229.5424805,-97.032135292930889,26.236926515467360
12430,-229.5424805,-97.031059731008042,26.236926515467360
12431,-229.5424805,-97.029984169085310,26.236926515467360
12432,-232.2745056,-97.028908607162577,26.236926515467360
12433,-232.2745056,-97.027833045239788,26.236926515467360
12434,-232.2745056,-97.026757483317056,26.236926515467360
12435,-232.2745056,-97.025681921394266,26.236926515467360
12436,-235.0065308,-97.024606359471420,26.236926515467360
12437,-237.7385559,-97.023530797548688,26.236926515467360
12438,-237.7385559,-97.022455235625898,26.236926515467360
12439,-237.7385559,-97.021379673703166,26.236926515467360
12440,-240.4705811,-97.020304111780433,26.236926515467360
12441,-243.2026062,-97.019228549857644,26.236926515467360
12442,-46.4967346,-97.361257241297722,26.235850953544627
12443,-65.6209106,-97.360181679374989,26.235850953544627
12444,-68.3529358,-97.359106117452257,26.235850953544627
12445,-46.4967346,-97.358030555529467,26.235850953544627
12446,-32.8366089,-97.356954993606621,26.235850953544627
12447,-41.0326843,-97.355879431683888,26.235850953544627
12448,-54.6928101,-97.354803869761099,26.235850953544627
12449,-68.3529358,-97.353728307838367,26.235850953544627
12450,-73.8169861,-97.352652745915634,26.235850953544627
12451,-73.8169861,-97.351577183992845,26.235850953544627
12452,-71.0849609,-97.350501622069999,26.235850953544627
12453,-60.1568604,-97.349426060147209,26.235850953544627
12454,-46.4967346,-97.348350498224477,26.235850953544627
12455,-49.2287598,-97.347274936301744,26.235850953544627
12456,-54.6928101,-97.346199374379012,26.235850953544627
12457,-57.4248352,-97.345123812456222,26.235850953544627
12458,-60.1568604,-97.344048250533490,26.235850953544627
12459,-60.1568604,-97.342972688610587,26.235850953544627
12460,-57.4248352,-97.341897126687968,26.235850953544627
12461,-57.4248352,-97.340821564765122,26.235850953544627
12462,-54.6928101,-97.339746002842389,26.235850953544627
12463,-51.9607849,-97.338670440919600,26.235850953544627
12464,-43.7647095,-97.337594878996867,26.235850953544627
12465,-46.4967346,-97.336519317074135,26.235850953544627
12466,-57.4248352,-97.335443755151346,26.235850953544627
12467,-68.3529358,-97.334368193228499,26.235850953544627
12468,-71.0849609,-97.333292631305767,26.235850953544627
12469,-57.4248352,-97.332217069382978,26.235850953544627
12470,-41.0326843,-97.331141507460245,26.235850953544627
12471,-49.2287598,-97.330065945537513,26.235850953544627
12472,-79.2810364,-97.328990383614723,26.235850953544627
12473,-117.5293884,-97.327914821691877,26.235850953544627
12474,-112.0653381,-97.326839259769088,26.235850953544627
12475,-109.3333130,-97.325763697846355,26.235850953544627
12476,-109.3333130,-97.324688135923623,26.235850953544627
12477,-112.0653381,-97.323612574000890,26.235850953544627
12478,-114.7973633,-97.322537012078101,26.235850953544627
12479,-112.0653381,-97.321461450155368,26.235850953544627
12480,-106.6012878,-97.320385888232465,26.235850953544627
12481,-103.8692627,-97.319310326309846,26.235850953544627
12482,-103.8692627,-97.318234764387000,26.235850953544627
12483,-106.6012878,-97.317159202464268,26.235850953544627
12484,-109.3333130,-97.316083640541478,26.235850953544627
12485,-112.0653381,-97.315008078618746,26.235850953544627
12486,-112.0653381,-97.313932516696013,26.235850953544627
12487,-114.7973633,-97.312856954773224,26.235850953544627
12488,-112.0653381,-97.311781392850378,26.235850953544627
12489,-106.6012878,-97.310705830927645,26.235850953544627
12490,-103.8692627,-97.309630269004856,26.235850953544627
12491,-103.8692627,-97.308554707082124,26.235850953544627
12492,-106.6012878,-97.307479145159391,26.235850953544627
12493,-112.0653381,-97.306403583236602,26.235850953544627
12494,-109.3333130,-97.305328021313755,26.235850953544627
12495,-106.6012878,-97.304252459390966,26.235850953544627
12496,-106.6012878,-97.303176897468234,26.235850953544627
12497,-106.6012878,-97.302101335545501,26.235850953544627
12498,-106.6012878,-97.301025773622769,26.235850953544627
12499,-106.6012878,-97.299950211699979,26.235850953544627
12500,-106.6012878,-97.298874649777247,26.235850953544627
12501,-106.6012878,-97.297799087854344,26.235850953544627
12502,-106.6012878,-97.296723525931725,26.235850953544627
12503,-106.6012878,-97.295647964008879,26.235850953544627
12504,-106.6012878,-97.294572402086146,26.235850953544627
12505,-106.6012878,-97.293496840163357,26.235850953544627
12506,-106.6012878,-97.292421278240624,26.235850953544627
12507,-106.6012878,-97.291345716317892,26.235850953544627
12508,-106.6012878,-97.290270154395103,26.235850953544627
12509,-106.6012878,-97.289194592472256,26.235850953544627
12510,-106.6012878,-97.288119030549524,26.235850953544627
12511,-106.6012878,-97.287043468626734,26.235850953544627
12512,-106.6012878,-97.285967906704002,26.235850953544627
12513,-106.6012878,-97.284892344781269,26.235850953544627
12514,-106.6012878,-97.283816782858480,26.235850953544627
12515,-103.8692627,-97.282741220935634,26.235850953544627
12516,-106.6012878,-97.281665659012845,26.235850953544627
12517,-106.6012878,-97.280590097090112,26.235850953544627
12518,-101.1372375,-97.279514535167380,26.235850953544627
12519,-101.1372375,-97.278438973244647,26.235850953544627
12520,-103.8692627,-97.277363411321858,26.235850953544627
12521,-117.5293884,-97.276287849399125,26.235850953544627
12522,-133.9215546,-97.275212287476222,26.235850953544627
12523,-155.7777710,-97.274136725553603,26.235850953544627
12524,-169.4378967,-97.273061163630757,26.235850953544627
12525,-163.9738464,-97.271985601708025,26.235850953544627
12526,-163.9738464,-97.270910039785235,26.235850953544627
12527,-163.9738464,-97.269834477862503,26.235850953544627
12528,-163.9738464,-97.268758915939770,26.235850953544627
12529,-163.9738464,-97.267683354016981,26.235850953544627
12530,-163.9738464,-97.266607792094135,26.235850953544627
12531,-163.9738464,-97.265532230171402,26.235850953544627
12532,-163.9738464,-97.264456668248613,26.235850953544627
12533,-163.9738464,-97.263381106325880,26.235850953544627
12534,-163.9738464,-97.262305544403148,26.235850953544627
12535,-163.9738464,-97.261229982480359,26.235850953544627
12536,-163.9738464,-97.260154420557626,26.235850953544627
12537,-163.9738464,-97.259078858634723,26.235850953544627
12538,-163.9738464,-97.258003296712104,26.235850953544627
12539,-161.2418213,-97.256927734789258,26.235850953544627
12540,-161.2418213,-97.255852172866526,26.235850953544627
12541,-161.2418213,-97.254776610943736,26.235850953544627
12542,-158.5097961,-97.253701049021004,26.235850953544627
12543,-158.5097961,-97.252625487098101,26.235850953544627
12544,-158.5097961,-97.251549925175482,26.235850953544627
12545,-155.7777710,-97.250474363252636,26.235850953544627
12546,-153.0457458,-97.249398801329903,26.235850953544627
12547,-153.0457458,-97.248323239407114,26.235850953544627
12548,-153.0457458,-97.247247677484381,26.235850953544627
12549,-150.3137207,-97.246172115561649,26.235850953544627
12550,-150.3137207,-97.245096553638859,26.235850953544627
12551,-150.3137207,-97.244020991716013,26.235850953544627
12552,-147.5816956,-97.242945429793281,26.235850953544627
12553,-147.5816956,-97.241869867870491,26.235850953544627
12554,-147.5816956,-97.240794305947759,26.235850953544627
12555,-147.5816956,-97.239718744025026,26.235850953544627
12556,-150.3137207,-97.238643182102237,26.235850953544627
12557,-150.3137207,-97.237567620179505,26.235850953544627
12558,-150.3137207,-97.236492058256601,26.235850953544627
12559,-150.3137207,-97.235416496333983,26.235850953544627
12560,-150.3137207,-97.234340934411136,26.235850953544627
12561,-150.3137207,-97.233265372488404,26.235850953544627
12562,-150.3137207,-97.232189810565615,26.235850953544627
12563,-150.3137207,-97.231114248642882,26.235850953544627
12564,-150.3137207,-97.230038686719979,26.235850953544627
12565,-150.3137207,-97.228963124797360,26.235850953544627
12566,-144.8496704,-97.227887562874514,26.235850953544627
12567,-144.8496704,-97.226812000951782,26.235850953544627
12568,-144.8496704,-97.225736439028992,26.235850953544627
12569,-144.8496704,-97.224660877106260,26.235850953544627
12570,-144.8496704,-97.223585315183527,26.235850953544627
12571,-144.8496704,-97.222509753260738,26.235850953544627
12572,-144.8496704,-97.221434191337892,26.235850953544627
12573,-144.8496704,-97.220358629415159,26.235850953544627
12574,-144.8496704,-97.219283067492370,26.235850953544627
12575,-144.8496704,-97.218207505569637,26.235850953544627
12576,-147.5816956,-97.217131943646905,26.235850953544627
12577,-147.5816956,-97.216056381724115,26.235850953544627
